"Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","Summary","Search Snippet 1","Search Snippet 2",
"Cases","","","Holladay v. Allen","https://www.westlaw.com/Document/Ie0f14594ef0b11ddb77d9846f86fae5c/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Eleventh Circuit.","January 30, 2009","555 F.3d 1346","","2009 WL 214546","06-16026","CRIMINAL JUSTICE - Death Penalty. Habeas petitioner was mentally retarded and ineligible for death penalty.","...long as the difference between the two scores is not statistically significant.  Further, Dr. Salekin testified that Dr. Ackerson should have administered...","...pointed, and opined that most of the inconsistencies were not statistically significant, and opined that the inconsistencies did not render the IQ...",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Iaf5197f656e011e3a341ea44e5e1f25f&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","S.E.C. v. Razmilovic","https://www.westlaw.com/Document/Iaf5197f656e011e3a341ea44e5e1f25f/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","July 22, 2013","738 F.3d 14","","2013 WL 6172543","=""12-0357""","Background: Securities and Exchange Commission (SEC) brought civil enforcement action against alleging that company, its president and chief executive officer (CEO), and other officers and employees engaged in fraudulent and manipulative practices in violation of federal securities laws. The United States District Court for the Eastern District of...","...differed in their applications of that methodology. O'Neal identified three statistically significant events which publicly disclosed or suggested that Symbol's profitability had...","...a total of $11.54.  Martin, in contrast, found eleven statistically significant eventsonly one of which was among the three identified...",
"Cases","","","Cazorla v. Koch Foods of Mississippi, L.L.C.","https://www.westlaw.com/Document/Ifa572c10859f11e6b63ccfe393a33906/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","September 27, 2016","838 F.3d 540","","2016 WL 5400401","15-60562","LABOR AND EMPLOYMENT - Discovery. Employer could obtain U-visa information from employees, but not EEOC, in discrimination suit alleging abuse.","...unsafe working conditions, and that there is a strong and statistically significant correlation between undocumented status and wage and hour complaints). But...","...analysis of 2008 survey conducted by Griffith, failing to find statistically significant correlations between immigration status and reports of workplace problems, likelihood...",
"Cases","","","National Association for Surface Finishing v. E.P.A.","https://www.westlaw.com/Document/I43c4f1db302d11e5a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, District of Columbia Circuit.","July 21, 2015","795 F.3d 1","","2015 WL 4450937","12-1459, 12-1460, 13-1147","ENVIRONMENTAL LAW - Clean Air. EPA reasonably determined that revision of emissions standards for hexavalent chromium was warranted.","...on control devises and fume suppressants, relied on data from statistically significant number of facilities, and provided details regarding costs and emissions...","...30. EPA responds that it relied on data from a statistically significant number of facilities and a range that reflected current, available...",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ic629fe91f07811e4a795ac035416da91&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Hood v. Gilster-Mary Lee Corp.","https://www.westlaw.com/Document/Ic629fe91f07811e4a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Eighth Circuit.","May 01, 2015","785 F.3d 263","","2015 WL 1951924","=""15-1458""","LITIGATION - Removal. Employees failed to show local-controversy exception to CAFA applied in their action against employer.","...ways plaintiffs can meet their burden: (1) affidavit evidence or statistically significant surveys showing two-thirds of the class members are local...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I86abc4c9982811dca1e6fa81e64372bf&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Graoch Associates # 33, L.P. v. Louisville/Jefferson County Metro Human Relations Com'n","https://www.westlaw.com/Document/I86abc4c9982811dca1e6fa81e64372bf/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Sixth Circuit.","November 21, 2007","508 F.3d 366","","2007 WL 4124253","=""06-5561""","REAL PROPERTY - Subsidized Housing. County human relations commission failed to make out a prima facie case of discrimination under FHA.","...or she should lose once the plaintiff has established a statistically significant showing of disparate effects regardless of its strength.  Conversely, if...","...that a challenged housing practice or policy has caused a statistically significant disparate effect on a protected group; second, the housing owner...",
"Cases","","","Seat Sack, Inc. v. Childcraft Educ. Corp.","https://www.westlaw.com/Document/I18d93d6f5b0111e0b63e897ab6fa6920/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Federal Circuit.","March 30, 2011","417 Fed.Appx. 931","","2011 WL 1150769","2010-1455","TRADEMARKS - Advertising. Manufacturer failed to provide evidence of actual consumer confusion as required to establish a false advertising claim.","...to mislead or confuse consumers and must demonstrate that a statistically significant part of the commercial audience holds the false belief allegedly...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I98de3128da7611e1b11ea85d0b248d27&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","M.O.C.H.A. Society, Inc. v. City of Buffalo","https://www.westlaw.com/Document/I98de3128da7611e1b11ea85d0b248d27/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","July 30, 2012","689 F.3d 263","","2012 WL 3064516","11-2184-CV, 10-2168-CV","LABOR AND EMPLOYMENT - Discrimination. District court did not clearly err in finding that examination on which city relied in making promotions were job related.","...1309, 1319 n. 6, 179 L.Ed.2d 398 (2011) (defining statistically significant results as those that are unlikely to be result of...","...in its Fire Department, used a 1998 test that had statistically significant disparate impact on African Americans.  Although Buffalo thus had the...",
"Cases","","","Forte v. Liquidnet Holdings, Inc.","https://www.westlaw.com/Document/I583642d0d81611e6ac07a76176915fee/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","January 10, 2017","675 Fed.Appx. 21","","2017 WL 104316","15-3465-CV","LABOR AND EMPLOYMENT - Discrimination. Employee failed to demonstrate that employer's proffered reason for her termination, performance shortcomings, was pretext for gender discrimination.","...Ass'n , 650 F.2d 395, 400 (2d Cir. 1981) (finding statistically significant correlation between gender and pay disparity insufficient to prove discrimination...","",
"Cases","","","Johnson v. City and County of San Francisco","https://www.westlaw.com/Document/I59c37976137d11e49488c8f438320c70/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","July 24, 2014","583 Fed.Appx. 758","","2014 WL 3642249","12-15998","LABOR AND EMPLOYMENT - Discrimination. African-American firefighters did not show unlawful discrimination, barring disparate treatment claims for non-promotion.","...the district court to determine, among other things, whether a statistically significant disparity resulted from the eligibility criteria challenged by Plaintiffs. See...","",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Icaaa4914b5e411dbb38df5bc58c34d92&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Dukes v. Wal-Mart, Inc.","https://www.westlaw.com/Document/Icaaa4914b5e411dbb38df5bc58c34d92/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","February 06, 2007","474 F.3d 1214","","2007 WL 329022","04-16688, 04-16720","LITIGATION - Class Actions. Female employees' class action against Wal-Mart could proceed.","...containing WalMart stores. 4 He concluded that there are statistically significant disparities between men and women at WalMart in terms...","...requiring or even suggesting that a plaintiff class submit a statistically significant number of declarations for such evidence to have any value...",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I7718fa4901a911deb77d9846f86fae5c&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Kurz v. Fidelity Management & Research Co.","https://www.westlaw.com/Document/I7718fa4901a911deb77d9846f86fae5c/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Seventh Circuit.","February 23, 2009","556 F.3d 639","","2009 WL 426053","=""08-2733""","SECURITIES REGULATION - Investment Advisors. Breach of contract claims against investment advisor were barred by Securities Litigation Uniform Standards Act.","...the behest of Fidelity's independent trustees was unable to detect statistically significant effects on the costs of execution.  See ¶¶86 and...","",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I343b07a03a0a11dcaf8dafd7ee2b8b26&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Thompson v. Glades County Bd. of County Com'rs","https://www.westlaw.com/Document/I343b07a03a0a11dcaf8dafd7ee2b8b26/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Eleventh Circuit.","July 24, 2007","493 F.3d 1253","","2007 WL 2106107","05-10669","GOVERNMENT - Elections. Lower court clearly erred in finding that district in illustrative plan for remedying vote dilution was influence district.","...second Gingles requirement), the crossover vote nevertheless should have been statistically significant in determining the sufficiency of the black minority's ability to...","...the white crossover vote in District 1 should have been statistically significant in determining the sufficiency of the black minority's ability to...",
"Cases","","","National Ass'n of Mfrs. v. Occupational Safety & Health Admin.","https://www.westlaw.com/Document/I9339aa19ffcd11dbafc6849dc347959a/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, District of Columbia Circuit.","May 11, 2007","485 F.3d 1201","","2007 WL 1373782","=""06-1122""","LABOR AND EMPLOYMENT - Occupational Safety. Latest edition of list of dangerous chemicals did not trigger 60-day judicial review clock.","...the HCS defines a chemical as hazardous if there is statistically significant evidence based on at least one study conducted in accordance...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I2c07cc99fc9211e39488c8f438320c70&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","McAirlaids, Inc. v. Kimberly-Clark Corp.","https://www.westlaw.com/Document/I2c07cc99fc9211e39488c8f438320c70/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fourth Circuit.","June 25, 2014","756 F.3d 307","","2014 WL 2871492","=""13-2044""","TRADEMARKS - Trade Dress. A fact issue existed as to whether a pixel pattern resulting from a textile pressure-bonding process was functional.","...two patterns. The parties agree that this difference is not statistically significant. J.A. 146668; 1559; 166971. FN4. KimberlyClark also...","",
"Cases","","","In re Pet Food Products Liability Litigation","https://www.westlaw.com/Document/I4355cf3da8a911deb08de1b7506ad85b/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Third Circuit.","September 23, 2009","345 Fed.Appx. 857","","2009 WL 3022132","=""09-1580""","TORTS - Motion Practice. Movant for intervention did not demonstrate sufficient interest in related federal litigation to warrant intervention.","...granting the defendants' motion, which allowed them to retain a statistically significant representative sampling of the organized inventory and to dispose of...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I364dfa87a70511e086cdc006bc7eafe7&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Jock v. Sterling Jewelers Inc.","https://www.westlaw.com/Document/I364dfa87a70511e086cdc006bc7eafe7/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","July 01, 2011","646 F.3d 113","","2011 WL 2609853","10-3247-CV","LABOR AND EMPLOYMENT - Arbitration. Arbitrator did not exceed her authority in determining that arbitration agreement implicitly permitted class arbitration.","...promotion data reveals that [Sterling] promoted male employees at a statistically significant, higher rate than similarly situated female employees and that [Sterling] compensated male employees at a statistically significant, higher rate than similarly situated female employees. Following the EEOC's...","",
"Cases","","","Holowecki v. Federal Exp. Corp.","https://www.westlaw.com/Document/I644b4288838f11dfbd1deb0d18fe7234/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","June 24, 2010","382 Fed.Appx. 42","","2010 WL 2573864","09-3477-CV","LABOR AND EMPLOYMENT - Discrimination. Employer's termination of employees due to poor performance was not pretext for age discrimination in violation of Age Discrimination in Employment Act (ADEA).","...expert report, for instance, Hammermesh concluded that there was no statistically significant differences in the incidences of warnings [between older and younger...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I6705f033a3a411de8bf6cd8525c41437&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Panther Partners Inc. v. Ikanos Communications, Inc.","https://www.westlaw.com/Document/I6705f033a3a411de8bf6cd8525c41437/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","September 17, 2009","347 Fed.Appx. 617","","2009 WL 2959883","08-3398-CV","SECURITIES REGULATION - Pleading. Investor failed to state claim against corporation for negligently making false statements in registration statement.","...defect rates between the VDSL chips and other chips was statistically significant.  The plausibility standard, however, does require a statement alleging that...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I27001fa7887b11e1ac60ad556f635d49&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Gonzalez v. Arizona","https://www.westlaw.com/Document/I27001fa7887b11e1ac60ad556f635d49/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","April 17, 2012","677 F.3d 383","","2012 WL 1293149","08-17115, 08-17094","GOVERNMENT - Elections. Arizona's requirement that prospective voters provide documentary proof of citizenship was superseded by NVRA.","...as a whole, [that] Proposition 200 does not have a statistically significant disparate impact on Latino voters. 33 In considering the Senate...","...the plaintiffs had not shown that Proposition 200 had a statistically significant impact on Latino voters, the district court implicitly rejected Lanier's...",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I9b3b628cdaaa11dfb5fdfcf739be147c&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Farrakhan v. Gregoire","https://www.westlaw.com/Document/I9b3b628cdaaa11dfb5fdfcf739be147c/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","October 07, 2010","623 F.3d 990","","2010 WL 4054429","06-35669","GOVERNMENT - Elections. Washington's felon disenfranchisement law did not violate Voting Rights Act (VRA) provision prohibiting race discrimination.","...if the prison population deviated from the norm in a statistically significant way, then felon disenfranchisement would be enjoined; if the prison...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ide84368fb9f511e4b86bd602cb8781fa&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","E.E.O.C. v. Freeman","https://www.westlaw.com/Document/Ide84368fb9f511e4b86bd602cb8781fa/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fourth Circuit.","February 20, 2015","778 F.3d 463","","2015 WL 728038","=""13-2365""","Background: The Equal Employment Opportunity Commission (EEOC) brought action against an employer alleging that it had implemented hiring policy involving criminal background and/or credit history checks that, although facially neutral, had a disparate impact on black and male applicants, in violation of Title VII of the Civil Rights Act of 1964....","...a disparate impact on Hispanics. After its expert found no statistically significant effect on Hispanic applicants, the parties jointly dismissed the EEOC's...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id559c9983fa411dcb979ebb8243d536d&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","U.S. v. Cortez-Galaviz","https://www.westlaw.com/Document/Id559c9983fa411dcb979ebb8243d536d/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Tenth Circuit.","July 31, 2007","495 F.3d 1203","","2007 WL 2181518","=""06-4230""","CRIMINAL JUSTICE - Investigatory Stop. A not found report from state insurance database gave rise to a reasonable suspicion to conduct traffic stop.","...exceedingly small sample size, which does not appear to be statistically significant. Third, Mr. CortezGalaviz contends the unreliability of the database...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ia97daa857bfb11e4b4bafa136b480ad2&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Koehn v. Secretary of Health and Human Services","https://www.westlaw.com/Document/Ia97daa857bfb11e4b4bafa136b480ad2/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Federal Circuit.","December 04, 2014","773 F.3d 1239","","2014 WL 6804880","2014-5054","HEALTH - Vaccines. Evidence did not establish proximate temporal relationship between vaccine and injury, as required to support Vaccine Act claim.","...and that its sample size was likely insufficient to produce statistically significant results. But, because Chao involved Gardasil and had more than...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ifcc7f9ed3aab11e49488c8f438320c70&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Blunt v. Lower Merion School Dist.","https://www.westlaw.com/Document/Ifcc7f9ed3aab11e49488c8f438320c70/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Third Circuit.","September 12, 2014","767 F.3d 247","","2014 WL 4474002","11-4201, 11-4315, 11-4200","EDUCATION - Civil Rights. School district was entitled to summary judgment in African-American students' suit alleging racial discrimination.","...education classes. There is an expert's conclusion that there is statistically significant evidence of African American being disproportionately assigned to special education...","...the record contained evidence that the level of disproportionality was statistically significant, and that it showed there is something systematic about the...",
"Cases","","","Bates v. U.S.","https://www.westlaw.com/Document/Ib9d9a9d17cda11e196ddf76f9be2cc49/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Sixth Circuit.","April 02, 2012","473 Fed.Appx. 446","","2012 WL 1071806","=""10-1094""","CRIMINAL JUSTICE - Postconviction Relief. Prisoner failed to show good cause and prejudice, so as to permit collateral review of Sixth Amendment claim that was not raised at trial.","...unrepresentative jury venires, excluding the AfricanAmerican population to a statistically significant degree.  Bates later withdrew his ineffective assistance claim. Following an...","",
"Cases","","","Jackson v. Watkins","https://www.westlaw.com/Document/I8544ec18bf3611dfb5fdfcf739be147c/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","September 13, 2010","619 F.3d 463","","2010 WL 3530012","09-10635","LABOR AND EMPLOYMENT - Discrimination. Caucasian employee failed to rebut one of district attorney's four proffered nondiscriminatory reasons for firing him.","...was not assembled or compiled so as to present any statistically significant or meaningful information about Watkins's employment decisions. But even assuming...","",
"Cases","","","United States v. Saavedra","https://www.westlaw.com/Document/Ia94e052074a411e69981dc2250b07c82/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","September 06, 2016","661 Fed.Appx. 37","","2016 WL 4626557","15-2307-CV","GOVERNMENT CONTRACTS - False Claims. Evidence supported finding that former director of federally-subsidized career center presented a false claim by falsifying job placement records.","...it relied on a randomly selected representative sample to obtain statistically significant results. See, e.g. id. at 516 (discussing 5% error-margin...","",
"Cases","","","Houston Professional Towing Ass'n v. City of Houston","https://www.westlaw.com/Document/I79376135ce0c11e590d4edf60ce7d742/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","February 03, 2016","812 F.3d 443","","2016 WL 456541","15-20117","TRANSPORTATION - Motor Vehicles. Res judicata barred preemption claim brought by association of tow-truck operators against city.","...overall, Stein found that the adoption of fees had no statistically significant effect on the incidence of freeway collisions.  Instead, the city's...","",
"Cases","","","Yakima Valley Memorial Hosp. v. Washington State Dept. of Health","https://www.westlaw.com/Document/I56b32aff244611e39ac8bab74931929c/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","September 23, 2013","731 F.3d 843","","13 Cal. Daily Op. Serv. 10,646","12-35652","HEALTH - Hospitals. Regulations limiting elective PCIs to hospitals with minimum annual volume of 300 procedures did not violate Commerce Clause.","...conceded that it [could] produce no study that establishes a statistically significant difference in safety between the 65foot double and the...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I31e7743b66b811dcb979ebb8243d536d&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Carraher v. Target Corp.","https://www.westlaw.com/Document/I31e7743b66b811dcb979ebb8243d536d/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Eighth Circuit.","September 19, 2007","503 F.3d 714","","2007 WL 2711919","=""06-3857""","LABOR AND EMPLOYMENT - Discrimination. Employer's proffered reason for terminating employee, that he walked off job, was not pretext for age discrimination.","...his sample size and pattern are too small to be statistically significant. See Bell v. Bolger, 708 F.2d 1312, 1320-21...","",
